,idaviso,idcaracteristica,count
2236,23634908,1000111,4
2239,23634908,2000141,4
2241,23634908,2000148,4
2245,48477254,1000111,1
2253,23638755,1000027,2
2254,23638755,1000100,2
2255,48584744,1000102,9
2256,48584744,1000114,9
2257,48584744,1000038,9
2258,48584744,1000116,9
2259,48584744,1000100,9
2260,48584744,1000079,9
2261,48584744,1000101,9
2262,48584744,2000141,9
2263,48584744,1000092,9
2264,23639978,1000102,4
2265,23639978,1000027,4
2266,23639978,1000111,4
2267,23639978,1000100,4
2288,48156021,1000111,3
2289,48156021,2000142,3
2290,48156021,1000092,3
2295,48584693,1000078,5
2296,48584693,1000100,5
2297,48584693,1000101,5
2298,48584693,1000085,5
2300,48584693,2000148,5
2301,23671985,1000102,6
2304,23671985,1000110,6
2305,23671985,1000111,6
2306,23671985,1000101,6
2308,23671985,1000117,6
2309,23671985,1000106,6
2310,48584749,1000116,5
2311,48584749,1000111,5
2316,47573525,1000110,3
2317,48584749,1000090,5
2318,47573525,1000111,3
2321,48584749,1000106,5
2323,48584749,1000118,5
2330,47573525,1000109,3
2331,23675848,1000102,8
2332,23675848,1000038,8
2333,23675848,1000116,8
2334,23675848,1000111,8
2335,23675848,1000100,8
2336,23675848,2000141,8
2337,23675848,2000148,8
2338,23675848,1000118,8
2340,47049594,1000101,3
2341,47049594,1000106,3
2342,47049594,1000092,3
2347,23687122,1000111,2
2350,23687122,2000141,2
2353,23701302,1000102,4
2354,23701302,1000027,4
2355,23701302,1000111,4
2356,23701302,1000100,4
2359,23752265,1000100,1
2360,48586405,1000102,2
2361,48586405,1000111,2
2363,48584601,1000078,1
2366,23776310,1000111,1
2367,23780869,1000102,5
2368,23780869,1000027,5
2369,23780869,1000100,5
2370,23780869,1000106,5
2371,23780869,1000118,5
2380,48307058,1000111,2
2384,48307058,1000092,2
2386,48110671,1000100,1
2389,23784339,1000116,2
2391,23784339,1000111,2
2396,48175946,1000085,1
2398,23791178,1000105,2
2401,23791178,1000117,2
2402,23786217,1000102,4
2404,23786217,1000116,4
2407,23786217,1000100,4
2408,23786217,1000068,4
2409,23804716,1000102,4
2410,23804716,1000100,4
2412,23804716,1000068,4
2413,23804716,1000092,4
2414,23814746,1000102,4
2416,23814746,1000116,4
2419,23814746,1000100,4
2420,23814746,1000068,4
2424,48586485,1000111,7
2425,48586485,1000078,7
2426,48586485,1000079,7
2427,48586485,1000068,7
2428,48586485,2000142,7
2429,48586485,1000090,7
2430,48586485,2000148,7
2433,48579969,1000116,4
2434,48579969,1000111,4
2436,48579969,1000100,4
2440,48579969,1000090,4
2441,23874228,1000111,3
2449,23874228,2000148,3
2451,23874228,1000109,3
2452,23891425,1000102,8
2453,23891425,1000038,8
2454,23891425,1000116,8
2455,23891425,1000111,8
2456,23891425,1000100,8
2457,23891425,2000141,8
2458,23891425,2000148,8
2459,23891425,1000118,8
2460,48586566,1000027,2
2461,48586566,1000111,2
2465,23901667,2000142,1
2469,23901687,1000110,3
2471,23901687,1000078,3
2474,23901687,1000085,3
2482,23913947,1000102,7
2483,23913947,1000027,7
2484,23913947,1000116,7
2485,23913947,1000110,7
2486,23913947,1000111,7
2487,23913947,1000100,7
2488,23913947,1000117,7
2489,23920147,1000102,3
2491,23920147,1000110,3
2492,23920147,1000111,3
2498,46373205,1000100,1
2501,23985710,1000110,2
2504,23985710,2000148,2
2506,23995055,1000102,7
2507,23995055,1000114,7
2508,23995055,1000111,7
2509,23995055,1000078,7
2510,23995055,1000100,7
2512,23995055,1000085,7
2513,23995055,1000090,7
2514,23996819,1000102,5
2517,23996819,1000110,5
2518,23996819,1000111,5
2521,23996819,1000101,5
2524,23996819,1000106,5
2529,24001273,1000116,1
2534,46950364,1000116,2
2539,46950364,2000148,2
2541,24017104,1000102,4
2542,24017104,1000027,4
2543,24017104,1000111,4
2544,24017104,1000109,4
2545,24020527,1000102,2
2547,24020527,1000117,2
2548,24020553,1000102,4
2550,24020553,1000110,4
2551,24020553,1000111,4
2552,24020553,1000100,4
2556,47818909,1000114,4
2563,47818909,1000101,4
2565,47818909,2000141,4
2566,24025415,1000102,3
2569,24025415,1000111,3
2570,47818909,2000148,4
2571,24025415,2000141,3
2576,24025948,1000102,4
2578,24025948,1000027,4
2579,24025948,1000116,4
2580,24025948,1000078,4
2587,48584631,1000111,1
2588,46299547,1000079,2
2589,46299547,1000090,2
2590,24053685,1000102,5
2592,24053685,1000111,5
2593,24053685,1000100,5
2595,24053685,1000090,5
2596,24053685,2000148,5
2597,24075500,1000102,4
2598,24075500,1000027,4
2599,24075500,1000110,4
2600,24075500,1000111,4
2601,24080029,1000109,1
2604,24085285,1000110,1
2609,24087961,1000102,2
2610,24087961,1000111,2
2612,24091817,1000102,2
2614,24091817,2000141,2
2617,24101496,1000102,4
2618,24101496,1000110,4
2619,24101496,1000106,4
2620,24101496,1000118,4
2621,24114876,1000102,15
2622,24114876,1000038,15
2623,24114876,1000027,15
2624,24114876,1000110,15
2625,24114876,1000111,15
2626,24114876,1000078,15
2627,24114876,1000100,15
2628,24114876,1000079,15
2629,24114876,1000101,15
2630,24114876,1000068,15
2631,24114876,1000117,15
2632,24114876,2000148,15
2633,24114876,1000106,15
2634,24114876,1000085,15
2635,24114876,1000092,15
2636,48586726,1000078,1
2637,24132349,1000102,4
2638,24132349,1000027,4
2639,24132349,1000110,4
2640,24132349,1000111,4
2647,24135465,1000109,1
2650,24145855,1000111,2
2654,24145855,2000141,2
2655,24152618,1000102,7
2656,24152618,1000027,7
2657,24152618,1000110,7
2658,24152618,1000111,7
2659,24152618,1000001,7
2660,24152618,1000100,7
2661,24152618,1000101,7
2666,24185334,1000111,2
2668,24185334,2000148,2
2669,24195900,2000142,1
2672,24197475,1000102,5
2673,24197475,1000110,5
2674,24197475,1000111,5
2675,24197475,1000100,5
2676,24197475,1000101,5
2677,24202825,1000102,3
2678,24202825,1000027,3
2681,24202825,1000101,3
2682,47621330,1000102,3
2683,47621330,1000027,3
2684,47621330,1000116,3
2687,48587016,1000111,1
2688,48587018,1000102,3
2689,48587018,1000099,3
2690,48587018,1000118,3
2691,47724906,1000102,4
2692,47724906,1000115,4
2693,47724906,1000110,4
2694,47724906,1000111,4
2696,48587090,1000027,3
2697,48587090,1000116,3
2702,48587090,1000109,3
2703,43301286,1000102,5
2704,43301286,1000027,5
2705,43301286,1000110,5
2706,43301286,1000111,5
2707,43301286,1000100,5
2708,48587157,1000115,2
2710,48587157,1000027,2
2711,48514291,1000102,3
2712,48514291,1000038,3
2713,48514291,1000027,3
2716,46254763,1000116,5
2717,46254763,1000111,5
2720,46254763,1000068,5
2721,46254763,1000090,5
2723,46254763,1000106,5
2725,48126644,1000099,2
2726,48126644,1000106,2
2729,46267932,1000111,1
2736,47773229,1000078,1
2744,48469814,1000027,3
2746,48469814,1000111,3
2747,48469814,1000100,3
2748,43453256,1000102,1
2751,48028799,1000038,2
2752,48028799,1000110,2
2756,48585603,1000102,3
2757,48585603,1000111,3
2758,48585603,1000101,3
2759,24292410,1000027,6
2760,24292410,1000110,6
2761,24292410,1000078,6
2762,24292410,1000079,6
2763,24292410,1000085,6
2764,24292410,2000141,6
2765,24314485,1000102,7
2767,24314485,1000110,7
2768,24314485,1000111,7
2769,24314485,1000078,7
2771,24314485,1000101,7
2772,24314485,2000141,7
2773,24314485,1000090,7
2774,24314490,1000038,6
2775,24314490,1000110,6
2776,24314490,1000078,6
2778,24314490,1000101,6
2779,24314490,2000141,6
2780,24314490,1000090,6
2784,24321825,1000111,2
2785,24321825,1000109,2
2786,24330523,1000102,3
2788,24330523,1000027,3
2789,24330523,1000100,3
2793,47548509,1000111,1
2802,48587244,1000079,2
2804,48587244,1000109,2
2806,24367179,1000102,7
2808,24367179,1000110,7
2809,24367179,1000111,7
2810,24367179,1000078,7
2812,24367179,1000101,7
2813,24367179,2000141,7
2814,24367179,1000090,7
2815,48587252,1000102,1
2816,24374149,1000038,6
2817,24374149,1000110,6
2818,24374149,1000078,6
2820,24374149,1000101,6
2821,24374149,2000141,6
2822,24374149,1000090,6
2831,47819185,1000116,2
2836,47819185,2000148,2
2838,24467382,1000102,5
2839,24467382,1000038,5
2840,24467382,1000027,5
2841,24467382,1000116,5
2842,24467382,1000100,5
2843,24499275,1000038,6
2844,24499275,1000110,6
2845,24499275,1000078,6
2847,24499275,1000101,6
2848,24499275,2000141,6
2849,24499275,1000090,6
2850,24525130,1000102,11
2851,24525130,1000027,11
2852,24525130,1000116,11
2853,24525130,1000110,11
2854,24525130,1000111,11
2855,24525130,1000078,11
2856,24525130,1000100,11
2857,24525130,1000079,11
2858,24525130,1000085,11
2859,24525130,1000117,11
2860,24525130,1000118,11
2862,24698664,1000111,2
2865,24698664,1000101,2
2868,24965436,1000102,11
2869,24965436,1000116,11
2870,24965436,1000110,11
2871,24965436,1000111,11
2872,24965436,1000078,11
2873,24965436,1000100,11
2874,24965436,1000079,11
2875,24965436,1000068,11
2876,24965436,2000142,11
2877,24965436,1000090,11
2878,24965436,1000109,11
2880,25045414,1000116,2
2884,25045414,2000142,2
2887,48584617,1000027,1
2890,48587301,1000116,3
2891,48587301,1000111,3
2892,48587301,1000068,3
2896,48587313,1000114,1
2898,47710765,1000110,2
2899,47710765,1000111,2
2904,48587325,1000102,2
2906,48587325,1000109,2
2907,48585596,1000116,4
2908,48585596,1000078,4
2909,48585596,1000100,4
2910,48585596,1000079,4
2911,25097011,1000102,7
2913,25097011,1000110,7
2914,25097011,1000111,7
2915,25097011,1000078,7
2917,25097011,1000101,7
2918,25097011,2000141,7
2919,25097011,1000090,7
2920,47382142,1000102,2
2921,47382142,1000114,2
2926,25123860,1000068,2
2927,25123860,2000148,2
2929,25227231,1000110,2
2930,25227231,1000111,2
2932,25260525,1000102,7
2934,25260525,1000110,7
2935,25260525,1000111,7
2936,25260525,1000078,7
2938,25260525,1000101,7
2939,25260525,2000141,7
2940,25260525,1000090,7
2941,25281058,1000102,7
2943,25281058,1000110,7
2944,25281058,1000111,7
2945,25281058,1000078,7
2947,25281058,1000101,7
2948,25281058,2000141,7
2949,25281058,1000090,7
2950,25313236,1000102,7
2952,25313236,1000110,7
2953,25313236,1000111,7
2954,25313236,1000078,7
2956,25313236,1000101,7
2957,25313236,2000141,7
2958,25313236,1000090,7
2959,25315670,1000102,2
2961,25315670,1000111,2
2963,25424500,1000102,4
2964,25424500,1000116,4
2965,25424500,1000111,4
2966,25424500,1000100,4
2972,25540744,1000111,2
2974,25540744,2000141,2
2977,25550908,1000110,5
2978,25550908,1000078,5
2980,25550908,1000101,5
2981,25550908,2000141,5
2982,25550908,1000090,5
2984,48587388,1000116,2
2985,48587388,1000111,2
2993,47548514,1000117,2
2994,47548514,1000118,2
2998,25557713,1000110,4
2999,25557713,1000111,4
3003,25557713,2000141,4
3004,25557713,2000148,4
3010,47386042,1000111,2
3015,47386042,1000092,2
3016,47548520,1000079,1
3022,25815787,1000102,7
3024,25815787,1000110,7
3025,25815787,1000111,7
3026,25815787,1000078,7
3028,25815787,1000101,7
3029,25815787,2000141,7
3030,25815787,1000090,7
3031,48587419,1000102,2
3032,48587419,1000111,2
3034,25847042,1000038,5
3036,25847042,1000110,5
3037,25847042,1000111,5
3038,25847042,1000100,5
3039,25847042,2000141,5
3040,48587427,1000078,2
3041,25847063,1000102,7
3042,48587427,1000106,2
3043,25847063,1000038,7
3044,25847063,1000110,7
3045,25847063,1000111,7
3046,25847063,1000100,7
3047,25847063,2000142,7
3048,25847063,1000117,7
3059,26210632,1000102,3
3062,26210632,1000111,3
3066,26210632,2000148,3
3070,26318802,1000111,2
3072,26318802,2000142,2
3076,26224273,1000102,1
3079,26402484,1000111,2
3083,26402484,2000141,2
3084,26420609,1000102,5
3087,26420609,1000110,5
3088,26420609,1000111,5
3091,26420609,2000148,5
3092,26420609,1000106,5
3096,26503194,1000111,2
3098,26503194,1000101,2
3100,26559266,2000142,2
3101,26559266,1000118,2
3104,26559661,1000116,3
3105,26559661,1000111,3
3109,26559661,2000142,3
3114,48009863,1000111,2
3120,48009863,1000106,2
3122,26602343,1000111,2
3125,26602343,1000101,2
3128,26655287,1000102,2
3133,26655287,2000141,2
3136,46510102,1000038,2
3137,46510102,1000111,2
3138,26681837,1000102,4
3139,26681837,1000110,4
3140,26681837,1000111,4
3144,26681837,1000109,4
3148,47869597,1000111,1
3155,48602005,1000102,1
3156,26701322,1000114,4
3157,26701322,1000079,4
3159,26701322,1000068,4
3160,26701322,1000090,4
3161,48358305,1000102,5
3162,48358305,1000114,5
3163,48358305,1000111,5
3166,48358305,2000142,5
3167,48358305,1000090,5
3170,48587576,1000002,1
3171,26738927,1000102,2
3172,26738927,1000110,2
3178,26739753,2000141,1
3188,26774036,1000102,7
3190,26774036,1000110,7
3191,26774036,1000111,7
3192,26774036,1000078,7
3194,26774036,1000101,7
3195,26774036,2000141,7
3196,26774036,1000090,7
3197,26774067,1000038,6
3198,26774067,1000110,6
3199,26774067,1000078,6
3201,26774067,1000101,6
3202,26774067,2000141,6
3203,26774067,1000090,6
3204,48523591,1000102,4
3205,48523591,1000111,4
3206,48523591,1000002,4
3207,48523591,2000141,4
3214,26805760,2000142,1
3217,26928895,1000102,11
3218,26928895,1000038,11
3219,26928895,1000027,11
3220,26928895,1000110,11
3221,26928895,1000111,11
3222,26928895,1000001,11
3223,26928895,1000100,11
3224,26928895,1000079,11
3225,26928895,2000142,11
3226,26928895,1000090,11
3227,26928895,1000106,11
3228,26987642,1000102,1
3234,27007951,1000102,8
3235,27007951,1000004,8
3236,27007951,1000038,8
3237,27007951,1000027,8
3238,27007951,1000110,8
3239,27007951,1000100,8
3240,27007951,1000079,8
3241,27007951,1000068,8
3242,27039108,1000102,5
3243,27039108,1000038,5
3244,27039108,1000027,5
3245,27039108,1000111,5
3246,27039108,2000141,5
3247,27039557,1000114,2
3248,27039557,2000148,2
3249,27039568,1000102,8
3250,27039568,1000105,8
3251,27039568,1000110,8
3252,27039568,1000111,8
3253,27039568,1000100,8
3254,27039568,1000101,8
3255,27039568,1000106,8
3256,27039568,1000118,8
3259,27066886,1000116,5
3261,27066886,1000111,5
3265,27066886,2000142,5
3266,27066886,1000117,5
3267,27066886,2000148,5
3272,12109358,1000102,9
3273,12109358,1000004,9
3274,12109358,1000038,9
3275,12109358,1000027,9
3276,12109358,1000110,9
3277,12109358,1000078,9
3278,12109358,1000100,9
3279,12109358,1000079,9
3280,12109358,1000068,9
3281,12109364,1000102,8
3282,12109364,1000004,8
3283,12109364,1000038,8
3284,12109364,1000027,8
3285,12109364,1000110,8
3286,12109364,1000100,8
3287,12109364,1000079,8
3288,12109364,1000068,8
3289,12122545,1000102,8
3290,12122545,1000004,8
3291,12122545,1000038,8
3292,12122545,1000027,8
3293,12122545,1000110,8
3294,12122545,1000100,8
3295,12122545,1000079,8
3296,12122545,1000068,8
3300,48584486,1000102,6
3301,48584486,1000111,6
3302,48584486,1000078,6
3303,48584486,1000079,6
3304,48584486,1000101,6
3305,48584486,1000109,6
3306,12442545,1000102,9
3307,12442545,1000004,9
3308,12442545,1000038,9
3309,12442545,1000027,9
3310,12442545,1000110,9
3311,12442545,1000078,9
3312,12442545,1000100,9
3313,12442545,1000079,9
3314,12442545,1000068,9
3315,48587681,1000102,2
3316,48587681,1000068,2
3317,48272405,1000102,2
3318,48272405,1000027,2
3321,47731739,1000027,2
3323,47731739,1000111,2
3324,27081458,1000102,4
3329,27081458,1000101,4
3330,27081458,2000142,4
3331,27081458,2000148,4
3337,48584808,1000111,1
3338,48605503,1000079,3
3339,48605503,1000068,3
3340,48605503,2000142,3
3341,48584535,1000102,5
3342,48584535,1000027,5
3343,48584535,1000110,5
3344,48584535,1000111,5
3345,48584535,2000148,5
3346,27122244,1000027,2
3347,27122244,1000100,2
3348,27125204,1000102,1
3351,27125230,1000111,2
3352,27125230,2000141,2
3353,27127408,1000102,7
3354,27127408,1000027,7
3355,27127408,1000116,7
3356,27127408,1000110,7
3357,27127408,1000100,7
3358,27127408,1000117,7
3359,27127408,1000106,7
3360,48587963,1000111,1
3361,48192736,1000079,1
3362,27159829,1000102,13
3363,27159829,1000027,13
3364,27159829,1000105,13
3365,27159829,1000110,13
3366,27159829,1000111,13
3367,27159829,1000100,13
3368,27159829,1000079,13
3369,27159829,1000101,13
3370,27159829,2000142,13
3371,27159829,1000117,13
3372,27159829,1000106,13
3373,27159829,1000118,13
3374,27159829,1000092,13
3375,48587982,1000027,3
3376,48587982,1000105,3
3377,48587982,1000111,3
3380,27172885,1000102,2
3382,27172885,1000106,2
3385,43701299,1000116,1
3393,27173584,2000148,3
3394,27173584,1000106,3
3395,27173584,1000118,3
3396,48422006,1000092,1
3404,27278397,1000003,9
3405,27278397,1000102,9
3406,27278397,1000004,9
3407,27278397,1000038,9
3408,27278397,1000027,9
3409,27278397,1000116,9
3410,27278397,1000111,9
3411,27278397,1000100,9
3412,27278397,1000106,9
3417,27327499,1000027,3
3418,27327499,1000111,3
3420,27327499,2000141,3
3424,27362520,1000111,1
3427,27363784,1000102,4
3428,27363784,1000116,4
3429,27363784,1000101,4
3430,27363784,1000106,4
3433,27382491,1000110,1
3435,47201075,1000102,5
3437,47201075,1000027,5
3438,47201075,1000110,5
3439,47201075,1000111,5
3440,47201075,1000118,5
3441,27402202,1000102,9
3442,27402202,1000004,9
3443,27402202,1000038,9
3444,27402202,1000027,9
3445,27402202,1000110,9
3446,27402202,1000078,9
3447,27402202,1000100,9
3448,27402202,1000079,9
3449,27402202,1000068,9
3464,48588097,1000111,2
3465,48588097,1000085,2
3467,27469668,1000102,11
3470,27469668,1000110,11
3471,27469668,1000111,11
3472,27469668,1000078,11
3474,27469668,1000079,11
3475,27469668,1000068,11
3476,27469668,2000142,11
3477,27469668,2000148,11
3478,27469668,1000109,11
3479,27469668,1000090,11
3480,27469668,1000092,11
3481,12540017,1000102,9
3482,12540017,1000004,9
3483,12540017,1000038,9
3484,12540017,1000027,9
3485,12540017,1000110,9
3486,12540017,1000078,9
3487,12540017,1000100,9
3488,12540017,1000079,9
3489,12540017,1000068,9
3490,12540040,1000102,9
3491,12540040,1000004,9
3492,12540040,1000038,9
3493,12540040,1000027,9
3494,12540040,1000110,9
3495,12540040,1000078,9
3496,12540040,1000100,9
3497,12540040,1000079,9
3498,12540040,1000068,9
3500,48584788,1000116,3
3506,48584788,1000106,3
3507,48584788,1000118,3
3512,27493081,1000116,3
3514,27493081,1000111,3
3517,27493081,2000148,3
3521,48584789,1000078,2
3523,48584789,1000079,2
3529,44737062,1000111,1
3531,48499122,1000100,1
3532,47171798,2000141,1
3546,47070035,1000001,1
3550,48584799,1000099,2
3552,48584799,1000117,2
3553,47070071,1000102,8
3554,47070071,1000105,8
3555,47070071,1000110,8
3556,47070071,1000111,8
3557,47070071,1000078,8
3558,47070071,1000079,8
3559,47070071,2000142,8
3560,47070071,1000085,8
3561,47070100,1000102,9
3562,47070100,1000105,9
3563,47070100,1000110,9
3564,47070100,1000111,9
3565,47070100,1000078,9
3566,47070100,1000079,9
3567,47070100,1000085,9
3568,47070100,1000117,9
3569,47070100,1000106,9
3570,27510136,1000027,2
3571,27510136,1000111,2
3573,27531508,1000102,6
3574,27531508,1000116,6
3575,27531508,1000110,6
3576,27531508,1000111,6
3577,27531508,1000100,6
3579,27531508,1000117,6
3581,48588210,1000027,4
3582,48588210,1000116,4
3583,48588210,1000111,4
3588,48588210,1000109,4
3589,12606022,1000102,9
3590,12606022,1000004,9
3591,12606022,1000038,9
3592,12606022,1000027,9
3593,12606022,1000110,9
3594,12606022,1000078,9
3595,12606022,1000100,9
3596,12606022,1000079,9
3597,12606022,1000068,9
3598,12606031,1000102,9
3599,12606031,1000004,9
3600,12606031,1000038,9
3601,12606031,1000027,9
3602,12606031,1000110,9
3603,12606031,1000078,9
3604,12606031,1000100,9
3605,12606031,1000079,9
3606,12606031,1000068,9
3607,12606032,1000102,9
3608,12606032,1000004,9
3609,12606032,1000038,9
3610,12606032,1000027,9
3611,12606032,1000110,9
3612,12606032,1000078,9
3613,12606032,1000100,9
3614,12606032,1000079,9
3615,12606032,1000068,9
3617,48588232,1000038,5
3618,48588232,1000027,5
3619,48588232,1000111,5
3623,48588232,1000090,5
3624,48588232,2000148,5
3626,27556839,1000111,2
